date,tweet
2020-01-08 17:05:30+00:00,"¢¾?¢¾? Tesla China Team ¢¾?¢¾?
     Such amazing progress!!"
2020-01-01 06:50:06+00:00,Congratulations Tesla &amp; SpaceX on great 2019! You rock!! Looking forward to epic 2020 ¢¾?????????
2020-01-01 05:32:58+00:00,Carlos Gone
2019-12-30 23:27:10+00:00,Rest in peace Syd Mead. Your art will endure.
2019-12-28 04:06:37+00:00,"Build super safe, Earthquake-proof tunnels under cities to solve traffic"
2019-12-26 19:08:37+00:00,"Turn on auto navigate feature &amp; car will activate traffic-based navigation to work, home or calendar, depending on context, as soon as you sit down. No input required at all."
2019-12-26 18:45:59+00:00,"Just swipe down on Tesla nav button for car to automatically navigate to home, work or destination in calendar"
2019-12-23 16:02:59+00:00,Whoa ¡¦ the stock is so high lol
2019-12-22 19:24:26+00:00,"Just looked at my wiki for 1st time in years. It¡¯s insane! Btw, can someone please delete ¡°investor¡±. I do basically zero investing."
2019-12-22 00:48:07+00:00,The real reason for Looper was to travel back in time &amp; stop a terrible calamity ? the premiere of Cats!
2019-12-20 03:28:05+00:00,"Tesla holiday software update has FSD sneak preview, Stardew Valley, Lost Backgammon &amp; a few other things"
2019-12-19 08:44:18+00:00,You don¡¯t hear much about element 43
2019-12-18 21:41:16+00:00,"Never trust cynics, as they excuse their own bad deeds by telling themselves everyone does it"
2019-12-12 07:45:41+00:00,"If life is a video game, the graphics are great, but the plot is confusing &amp; the tutorial is way too long"
2019-12-12 07:32:58+00:00,Root of energy to mass ratio is max render speed of the simulation
2019-12-07 23:56:40+00:00,Huge thanks to everyone who contributed ideas to Cybertruck. It¡¯s better because of you! ¢¾?¢¾?¢¾?
2019-12-02 23:18:08+00:00,"People often think they¡¯re breathing oxygen, but are actually breathing nitrogen (78%) with a side serving of oxygen (21%) in argon sauce (1%), spiced up with CO2, H2O &amp; a dash of neon &amp; krypton (etc.)"
2019-12-02 20:45:14+00:00,"Hydrogen is a light, odorless gas, which, given enough time, turns into people who will make this statement"
2019-11-25 02:18:54+00:00,200k
2019-11-24 22:02:01+00:00,"Cybertruck is our last product unveil for a while, but there will be some (mostly) unexpected technology announcements next year"
2019-11-24 20:31:06+00:00,"Reason Cybertruck is so planar is that you can¡¯t stamp ultra-hard 30X steel, because it breaks the stamping press"
2019-11-23 20:54:54+00:00,"146k Cybertruck orders so far, with 42% choosing dual, 41% tri &amp; 17% single motor"
2019-11-21 21:26:45+00:00,Tesla Cybertruck (pressurized edition) will be official truck of Mars
2019-11-19 17:37:52+00:00,"National Science Foundation, u should add a W to ur name. Would get way more clicks. Ur welcome."
2019-11-19 17:09:44+00:00,78% of people want to gentrify Mordor
2019-11-14 03:31:14+00:00,Gentrify Mordor?
2019-11-12 21:22:12+00:00,??¢¾??? GIGA BERLIN ??¢¾???
2019-11-06 16:15:32+00:00,Cybertruck unveil on Nov 21 in LA near SpaceX rocket factory
2019-10-30 00:46:57+00:00,For Treebeard
2019-10-28 18:09:19+00:00,"If you¡¯re directly affected by wildfire power outages, Tesla is reducing Solar+Powerwall prices by $1000 as of today"
2019-10-28 18:04:13+00:00,"Apologies to those waiting for Solar/Powerwall outside California, as we are prioritizing those affected by wildfires"
2019-10-27 22:24:16+00:00,Took my son to play piano for the seniors home in Pasadena. It was lovely to see them smile ¢¾?
2019-10-25 19:34:11+00:00,"Maybe call Tesla solar roof tiles product Solarglass? Like Dragonglass, but solar!"
2019-10-25 16:07:30+00:00,??
2019-10-24 21:57:20+00:00,Tesla Solar Tile Roof V3 launch tomorrow at 2pm
2019-10-23 21:09:18+00:00,"Tesla Q3 results:

- Shanghai Giga ahead of schedule
- Model Y ahead of schedule
- Solar installs +48% from Q2
- GAAP profitable
- Positive free cash flow"
2019-10-22 06:03:33+00:00,Sending this tweet through space via Starlink satellite ??
2019-10-22 04:24:14+00:00,"More carrot, less stick"
2019-10-17 22:51:48+00:00,Going offline for a few days
2019-10-15 22:06:04+00:00,"So much respect for those doing high volume manufacturing. It¡¯s insanely hard, but you make a real thing that people value. My hat is off to you ¡¦"
2019-10-13 03:20:15+00:00,Is Space Jam good?
2019-10-12 01:01:26+00:00,"Now that Tesla V10.0 with Smart Summon is out, Full Self-Driving price will increase by $1000 on Nov 1"
2019-10-10 00:23:28+00:00,All Tesla Supercharger stations in regions affected by California power outages will have Tesla Powerpacks within next few weeks. Just waiting on permits.
2019-10-09 17:41:57+00:00,Tesla software V10.0 comes with karaoke ??
2019-10-09 17:39:41+00:00,A Shortfall of Gravitas
2019-10-09 17:07:50+00:00,??
2019-10-09 17:06:16+00:00,Why is there no emoji for dignity!!
2019-10-09 07:41:36+00:00,the color orange is named after the fruit
2019-10-06 16:06:58+00:00,"Customized horn &amp; movement sounds (coconuts being one, of course) coming to Teslas soon"
2019-10-02 22:16:45+00:00,"Over 550,000 Tesla Smart Summon uses in first few days!"
2019-09-27 19:25:10+00:00,Starship will allow us to inhabit other worlds
2019-09-26 14:57:34+00:00,Tesla V10.0 just started rolling out to all US Tesla owners with FSD option &amp; ¡°advanced download¡± selected in vehicle software settings
2019-09-26 05:55:35+00:00,"If advanced AI (beyond basic bots) hasn¡¯t been applied to manipulate social media, it won¡¯t be long before it is"
2019-09-12 06:12:46+00:00,Model S at Nurburgring has 7 seats
2019-09-12 01:42:01+00:00,The only thing beyond Ludicrous is Plaid
2019-09-11 05:29:47+00:00,"Model S just set record for fastest 4 door ever at Laguna Seca, video tmrw"
2019-09-09 07:01:49+00:00,Probability that we¡¯re in base Polytopia is highly unlikely - KWM
2019-09-05 23:19:06+00:00,Model S on Nurburgring next week
2019-09-05 19:35:12+00:00,"Um @Porsche, this word Turbo does not mean what you think it does"
2019-08-26 20:14:26+00:00,Starhopper flight currently tracking to 5pm Texas time for 150m / ~500ft hover test
2019-08-24 21:38:10+00:00,Looks like @SpaceX Starhopper flight may be as soon as Monday. FAA support is much appreciated!
2019-08-20 19:59:58+00:00,"Price increase for Tesla FSD postponed until version 10 with smart summon is in wide release, which is about 4 to 8 weeks away, depending on how early access goes"
2019-08-20 18:05:49+00:00,Might make sense to have thousands of solar reflector satellites ?? to warm Mars vs artificial suns (tbd)
2019-08-18 08:04:13+00:00,The sun is an immense thermonuclear explosion fyi
2019-08-17 07:45:49+00:00,Hashtags are an abomination
2019-08-16 04:23:22+00:00,Nuke Mars!
2019-08-15 03:43:09+00:00,Corporate Surrealism¢â?
2019-08-09 07:26:50+00:00,Tesla software V10 is lookin real good! Releasing to early access list soon ¡¦
2019-08-04 10:30:28+00:00,¡°am ¡¦ ?? guity¡± ??
2019-08-04 06:18:07+00:00,?? all u can ??
2019-07-28 09:50:00+00:00,"Now that Hopper has flown, Starship update probably in two weeks or so."
2019-07-28 01:44:20+00:00,Tesla owners can schedule service appointments in under a minute just using their Tesla phone app!
2019-07-27 18:15:32+00:00,"Ability to stream YouTube &amp; Netflix when car is stopped coming to your Tesla soon! Has an amazingly immersive, cinematic feel due to the comfy seats &amp; surround sound audio."
2019-07-26 03:49:11+00:00,Starhopper flight successful. Water towers *can* fly haha!!
2019-07-22 04:10:58+00:00,I am become meme
2019-07-22 03:26:46+00:00,Next year¡¯s @Hyperloop competition will be in a 10km vacuum tunnel with a curve
2019-07-21 23:05:20+00:00,"Technically, alcohol is a solution"
2019-07-21 08:11:36+00:00,Starship Super Heavy with 35 Raptors
2019-07-16 19:32:27+00:00,"¡°If you dislike change, you're going to dislike irrelevance even more.¡± ? Gen Shinseki"
2019-07-16 16:51:36+00:00,Cost of Tesla full self-driving option increasing by ~$1000 on August 16
2019-07-12 05:19:28+00:00,Raptor engine mounted on Starhopper. Aiming for hover test Tues.
2019-06-28 08:12:49+00:00,Thanks for the happy birthday wishes! ¢¾?¢¾?
2019-06-28 01:37:24+00:00,Typing Merlin literally just autocorrected me to merkin ????
2019-06-25 08:21:34+00:00,Ms. Tree caught the Falcon fairing!!
2019-06-23 20:20:47+00:00,Accelerating Starship development to build the Martian Technocracy
2019-06-19 18:17:05+00:00,"Starting next month, Tesla will charge $1000 for color black (same price as silver)"
2019-06-12 17:21:59+00:00,?? is relativistic side effect of ??
2019-05-31 21:51:07+00:00,New Tesla Summon will ?? ur ??
2019-05-22 19:30:14+00:00,??
2019-05-16 01:26:39+00:00,"Starlink mission will be heaviest @SpaceX payload ever at 18.5 tons. If all goes well, each launch of 60 satellites will generate more power than Space Station &amp; deliver 1 terabit of bandwidth to Earth."
2019-05-09 20:46:27+00:00,Turns out there¡¯s more ways to use Autopilot than we imagined
2019-05-03 01:32:22+00:00,Changing Tesla horn sound to ??
2019-04-30 04:12:54+00:00,How many futures are there actually?
2019-04-30 01:15:53+00:00,Ethereum
2019-04-23 23:26:50+00:00,"Tesla is going to develop a quiet, electric leafblower"
2019-04-23 21:36:23+00:00,"When you read double standard articles about Tesla, please ask why. Maybe there¡¯s a good reason that isn¡¯t obvious."
2019-04-22 17:18:57+00:00,Happy Home Planet Day!
2019-04-21 03:59:42+00:00,The Internet is insane
2019-04-19 18:16:02+00:00,Back to work ¡¦
2019-04-19 18:09:42+00:00,??
2019-04-19 06:17:57+00:00,¡°Wake up sheeple!¡± - sheep
2019-04-19 04:19:50+00:00,My Twitter is pretty much complete nonsense at this point
2019-04-14 23:01:59+00:00,Thinking about adding giant stainless steel dragon wings to Starship
2019-04-14 22:21:39+00:00,Please support my campaign to rebrand @WSJ as ?? emoji!
2019-04-14 22:17:15+00:00,"At some point, @TheOnion and I should just a get a room ¡¦"
2019-04-13 17:26:58+00:00,Please note that the price of the Tesla Full Self-Driving option will increase substantially over time
2019-04-06 18:33:30+00:00,Tesla Enhanced Summon coming out in US next week for anyone with Enhanced Autopilot or Full Self-Driving option
2019-03-30 17:00:52+00:00,"Amazing work by Tesla Delivery teams, especially in Europe &amp; China! Most insane logistics challenge I¡¯ve ever seen. Thanks also to many country &amp; city officials for your help this weekend! Super appreciated."
2019-03-30 06:02:00+00:00,??
2019-03-24 19:10:45+00:00,Please note prices on all Tesla inventory cars worldwide rise by ~3% on April 1
2019-03-03 23:31:56+00:00,Having toast &amp; jam in kitchen while playing Jamming by Bob Marley
2019-03-03 22:19:49+00:00,Model Y unveil event on March 14 at LA Design Studio
2019-03-03 22:17:29+00:00,First public Tesla V3.0 Supercharger Station goes live Wed 8pm
2019-02-27 20:43:51+00:00,Make the Mars Technocracy real
2019-02-27 20:00:32+00:00,ET phone home. No answer ??
2019-02-27 06:40:37+00:00,Thursday 2pm
2019-02-25 21:48:50+00:00,"Fate *loves* irony. Frankly, too much."
2019-02-02 00:42:31+00:00,?? looks like sentient choc ice cream
2019-01-30 20:07:22+00:00,"If heat death will be inevitable end of Universe, it actually *is* all about journey ??"
2019-01-30 08:00:52+00:00,tbh smh
2019-01-27 20:29:20+00:00,Tap Tesla logo at top of your car¡¯s touchscreen &amp; wait 10 secs to open special features box
2019-01-25 05:36:21+00:00,"If test flight of ?? goes well next month, @NASA ????? ????? will ?? to @Space_Station this summer!"
2019-01-17 05:31:17+00:00,"The Tesla customer referral program will end on Feb 1. If you want to refer a friend to buy a Tesla &amp; give them 6 months of free Supercharging, please do so before then."
2019-01-07 02:36:26+00:00,Looking forward to breaking ground on the @Tesla Shanghai Gigafactory today!
2019-01-04 20:39:58+00:00,Three quarks for Muster Mark!
2019-01-04 19:47:50+00:00,¡¦
2019-01-01 00:20:48+00:00,Haha
2018-12-31 19:20:57+00:00,Hope everyone has a happy New Year!
2018-12-25 17:52:05+00:00,"Merry Christmas &amp; goodwill to all!!
?? ?? ?? ?? ?? ??"
2018-12-23 15:36:55+00:00,Engineering is true magic
2018-12-23 04:44:57+00:00,Please put ¡°invented car fart¡± on my gravestone. This is my only request.
2018-12-21 07:45:39+00:00,"Anxiety is a scalar, fear is a vector"
2018-12-20 02:49:52+00:00,Tesla phone app release next week will enable service scheduling in 2 mins with a few taps. No more need to call!
2018-12-19 21:53:22+00:00,Join our underground movement!
2018-12-19 19:09:16+00:00,Next step for @BoringCompany Loop is demonstrating high throughput at high speed. Target is 4000 vehicles/hour at 155mph (250km/h).
2018-12-19 03:32:14+00:00,"The demo ride takes you in *same* car on road, down elevator, zips through tunnel using guide wheels, up elevator at destination &amp; then drives on normal roads back to start"
2018-12-16 05:32:58+00:00,Tesla ?? app almost done. Important to get every note right!
2018-12-14 04:00:40+00:00,???? ramen is sooo good?? ??
2018-12-09 19:12:04+00:00,"If you have a Tesla built in past 2 years, definitely try Navigate on Autopilot. It will blow your mind. Automatically passes slow cars &amp; takes highway interchanges &amp; off-ramps."
2018-12-07 00:18:21+00:00,Boring Company product launch on Dec 18. More than a tunnel opening. Will include modded but fully road legal autonomous transport cars &amp; ground to tunnel car elevators.
2018-12-05 18:34:58+00:00,"Grid fin hydraulic pump stalled, so Falcon landed just out to sea. Appears to be undamaged &amp; is transmitting data. Recovery ship dispatched."
2018-12-03 19:49:07+00:00,"Falcon fairing halves missed the net, but touched down softly in the water. Mr Steven is picking them up. Plan is to dry them out &amp; launch again. Nothing wrong with a little swim."
2018-11-29 18:34:25+00:00,"Super fun software Easter eggs coming to all Tesla S/3/X cars before the holidays! Romance mode, toilet humor &amp; more video games."
2018-11-26 07:24:33+00:00,"For those worried about running out of fresh water, it may help to know that desalination only costs 0.1 cents per liter or half a cent per gallon"
2018-11-26 04:37:33+00:00,"Used to live in Silicon Valley, now I live in Silicone Valley"
2018-11-26 03:44:33+00:00,?? trouble
2018-11-26 03:31:03+00:00,Earth is
2018-11-20 04:42:22+00:00,Renaming BFR to Starship
2018-11-19 23:08:43+00:00,Tesla Supercharger capacity will double by end of next year. Expect to be within range of 95% to 100% of population in all active markets.
2018-11-17 18:45:42+00:00,"Btw, SpaceX is no longer planning to upgrade Falcon 9 second stage for reusability. Accelerating BFR instead. New design is very exciting! Delightfully counter-intuitive."
2018-11-12 19:26:19+00:00,"Rest in peace, Stan Lee. The many worlds of imagination &amp; delight you created for humanity will last forever."
2018-11-10 05:10:32+00:00,"If Tesla can help people in California wildfire, please let us know. Model S &amp; X have hospital grade HEPA filters. Maybe helpful for transporting people."
2018-11-09 05:01:46+00:00,Please lmk what you¡¯d most like improved/fixed about your Tesla. Thanks!
2018-11-07 19:31:07+00:00,Mod to SpaceX tech tree build: Falcon 9 second stage will be upgraded to be like a mini-BFR Ship
2018-11-07 00:39:43+00:00,"I think Twitter is deleting fake, scam or maybe even inactive accounts. My follower count decreased by ~20k over the past few days."
2018-11-06 16:56:49+00:00,Remember the future
2018-11-03 07:31:10+00:00,Walked full length of Boring Co tunnel under LA tonight. Disturbingly long. On track for opening party Dec 10. Will be very one-dimensional.
2018-11-03 05:30:04+00:00,I remember when I was a sponge. Simpler times they were.
2018-11-01 05:46:00+00:00,"Tesla advanced Summon ready in ~6 weeks! Just an over-the-air software upgrade, so will work on all cars made in past 2 years (Autopilot hardware V2+)."
2018-10-29 20:43:53+00:00,Deleted my Tesla titles last week to see what would happen. I¡¯m now the Nothing of Tesla. Seems fine so far.
2018-10-27 01:54:17+00:00,Tesla Autopilot Drive on Navigation going to wide release in North America tonight
2018-10-27 01:10:11+00:00,"On Twitter, likes are rare &amp; criticism is brutal. So hardcore. It¡¯s great."
2018-10-25 23:21:00+00:00,Time
2018-10-25 17:52:42+00:00,Send me ur dankest memes!!
2018-10-25 07:35:32+00:00,Massive thanks to Tesla owners &amp; supporters. We wouldn¡¯t be here without you.
2018-10-23 19:10:28+00:00,"Get this question a lot, so need to clarify that there¡¯s no such thing as a Tesla ¡°refresh¡±. Other car companies do this every ~3 years, but Tesla constantly upgrades vehicle hardware every week."
2018-10-23 18:28:13+00:00,"To simplify production, many Tesla Model S &amp; X interior configs, will no longer be available after Nov 1. Order now to be sure of the one you want."
2018-10-23 05:12:12+00:00,Twitter thought I got hacked &amp; locked my account haha
2018-10-22 22:33:38+00:00,i??anime
2018-10-22 00:16:27+00:00,The first tunnel is almost done
2018-10-21 21:01:49+00:00,Twitter is Dark Souls of social media. Reddit is Bloodborne. Insta is Zelda.
2018-10-17 00:30:19+00:00,Just reviewed Tesla¡¯s service locations in North America &amp; realized we have major gaps in geographic coverage! Sorry for this foolish oversight. Tesla will aim to cover all regions of NA (not just big cities) within 3 to 6 months.
2018-10-14 08:28:22+00:00,It is time to create a mecha
2018-10-12 18:03:45+00:00,"Tesla exists to help reduce risk of catastrophic climate change, which affects all species on Earth. Even if your faith in humanity is faltering, this is worth caring about. Support makes a difference. Thank you."
2018-10-04 21:43:18+00:00,"People sometimes forget that a company is just a group of people gathered together to make products. So long as it makes great products, it will have great value."
2018-10-04 20:16:55+00:00,Just want to that the Shortseller Enrichment Commission is doing incredible work. And the name change is so on point!
2018-09-28 21:33:05+00:00,Huge thank you to all Tesla supporters for helping with car deliveries all around the world. You rock!!
2018-09-28 21:23:41+00:00,Sorry for difficulties delivering your Tesla due to high volume! Critical to show that environmentally sustainable is financially sustainable.
2018-09-20 17:26:26+00:00,.@NHTSAgov will post final safety probability stats soon. Model 3 has a shot at being safest car ever tested.
2018-09-19 21:45:57+00:00,¢¾? @neiltyson
2018-09-18 18:24:57+00:00,"Moon mission will be livestreamed in high def VR, so it¡¯ll feel like you¡¯re there in real-time minus a few seconds for speed of light"
2018-09-17 19:10:26+00:00,"Btw, can¡¯t emphasize enough how @SpaceX would not be where it is today without @NASA. Thank you."
2018-09-17 05:11:53+00:00,#OccupyMars
2018-09-16 20:20:21+00:00,"Tesla is bringing most collision repairs in-house, as outside firms take weeks to months for repairs, driving Tesla owners (and us) crazy"
2018-09-12 21:03:42+00:00,"Due to a large increase in vehicle delivery volume in North America, Tesla customers may experience longer response times. Resolving this is our top priority."
2018-09-11 05:50:42+00:00,"Moving 2 of 7 Tesla colors off menu on Wednesday to simplify manufacturing. Obsidian Black &amp; Metallic Silver will still be available as special request, but at higher price."
2018-09-08 21:20:46+00:00,"Not easy coming up with a good cover story for an underground volcano lair, but I think it¡¯s working"
2018-09-05 08:01:25+00:00,Will be on @JoeRogan at 9:30pm Pacific on Thursday
2018-08-26 02:35:14+00:00,"The world lost a great man in John McCain. He was an honorable, kind, brave and fundamentally decent human being. If only there were more such people in the world."
2018-08-23 10:27:42+00:00,"Love born in the brain is more spirited, doubtless, than true love, but it has only flashes of enthusiasm; it knows itself too well, it criticizes itself incessantly; so far from banishing thought, it is itself reared only upon a structure of thought.
??The Red and The Black¢¾?"
2018-08-16 03:49:41+00:00,Defeating traffic is the ultimate boss battle
2018-08-11 18:42:50+00:00,Great Q&amp;A @defcon last night. Thanks for helping make Tesla &amp; SpaceX more secure! Planning to open-source Tesla vehicle security software for free use by other car makers. Extremely important to a safe self-driving future for all.
2018-08-11 03:30:33+00:00,Short shorts coming soon to Tesla merch
2018-08-11 00:22:48+00:00,.@defcon. hqr sz wut.
2018-08-07 17:28:17+00:00,Good morning ??
2018-08-07 16:48:13+00:00,Am considering taking Tesla private at $420. Funding secured.
2018-08-01 20:45:50+00:00,"If you¡¯re into video game development, consider applying to Tesla. We want to make super fun games that integrate the center touch screen, phone &amp; car irl."
2018-08-01 18:40:17+00:00,Some of best classic @Atari games coming as Easter eggs in Tesla V9.0 release in about 4 weeks. Thanks @Atari!
2018-07-30 01:54:29+00:00,8-bit floating point?
2018-07-29 21:36:26+00:00,"Think once, Tweet twice [do it]"
2018-07-29 20:58:16+00:00,Nothing is both real &amp; imaginary
2018-07-15 03:06:26+00:00,Reports that I am a top donor to GOP are categorically false. I am not a top donor to any political party.
2018-07-14 01:39:21+00:00,Feels like a show &amp; tell weekend. I wonder what the cat dragged in ¡¦
2018-07-12 09:04:03+00:00,Just finished an amazing 3 day visit to China. The world has never seen human energy &amp; vigor at such scale. Incredibly impressed with Tesla China team &amp; potential for the future.
2018-07-11 14:39:07+00:00,Stockholm: it¡¯s not just a syndrome
2018-07-08 20:59:46+00:00,"With some mods, this could also work as an escape pod in space"
2018-07-07 08:06:58+00:00,"Some good feedback from cave experts in Thailand. Iterating with them on an escape pod design that might be safe enough to try. Also building an inflatable tube with airlocks. Less likely to work, given tricky contours, but great if it does."
2018-07-01 20:26:32+00:00,"7000 cars, 7 days
¢¾? Tesla Team ¢¾?"
2018-06-29 19:41:51+00:00,Engineering is magic
2018-06-28 19:24:48+00:00,"Appreciate all the good wishes. First bday I¡¯ve spent in the factory, but it¡¯s somehow the best."
2018-06-26 18:08:22+00:00,"What would you love to see in a Tesla pickup truck? I have a few things in mind, but what do you think are small, but important nuances &amp; what would be seriously next level?"
2018-06-16 22:55:28+00:00,"If you must know, I am a utopian anarchist of the kind best described by Iain Banks"
2018-06-16 15:43:55+00:00,"¡°No sense of humor¡± is certainly proving itself true. Good grief!
How many socialists does it take to screw in a lightbulb? 
Answer: That¡¯s not funny!!"
2018-06-16 00:23:08+00:00,"Heading back into the factory, so that¡¯s enough for now. Don¡¯t take my Tweet too seriously. For one thing, it¡¯s called a ¡°Tweet¡±."
2018-06-15 23:26:59+00:00,Socialism vs capitalism is not even the right question. What really matters is avoiding monopolies that restrict people¡¯s freedom.
2018-06-15 22:32:18+00:00,"Those who proclaim themselves ¡°socialists¡± are usually depressing, have no sense of humor &amp; attended an expensive college. Fate loves irony."
2018-06-15 16:47:38+00:00,Should prob articulate philosophy underlying my actions. It¡¯s pretty simple &amp; mostly influenced by Douglas Adams &amp; Isaac Asimov.
2018-06-09 22:29:50+00:00,"SpaceX option package for new Tesla Roadster will include ~10 small rocket thrusters arranged seamlessly around car. These rocket engines dramatically improve acceleration, top speed, braking &amp; cornering. Maybe they will even allow a Tesla to fly ¡¦"
2018-06-09 20:55:25+00:00,"Almost forgot! Due to recent regulatory/customs rules enacted to inhibit transport of anything called a Flamethrower, we have renamed our product: ¡°Not a Flamethrower¡±."
2018-06-02 18:30:28+00:00,Mason jars with a handle or wine stem cause me to lose faith in humanity
2018-05-29 18:35:36+00:00,"At risk of stating the extremely obvious, I am against threats of violence &amp; abusive epithets in any forum. Please do not use them in my name or at all."
2018-05-26 21:44:14+00:00,Nanotech is so 2008. Picotech is 1000 times better.
2018-05-24 00:42:55+00:00,"For some reason, this is the best I¡¯ve felt in a while. Hope you¡¯re feeling good too ??¢¾???"
2018-05-23 20:38:33+00:00,"If you¡¯re in media &amp; don¡¯t want Pravda to exist, write an article telling your readers to vote against it ¡¦"
2018-05-23 19:12:53+00:00,"Going to create a site where the public can rate the core truth of any article &amp; track the credibility score over time of each journalist, editor &amp; publication. Thinking of calling it Pravda ¡¦"
2018-05-23 18:59:59+00:00,"Problem is journos are under constant pressure to get max clicks &amp; earn advertising dollars or get fired. Tricky situation, as Tesla doesn¡¯t advertise, but fossil fuel companies &amp; gas/diesel car companies are among world¡¯s biggest advertisers."
2018-05-22 18:07:07+00:00,"We¡¯re going to include some fun games as hidden Easter eggs in Tesla S, X &amp; 3. What do you think would be most fun in a car using the center touch screen?"
2018-05-22 04:43:32+00:00,Just wanted to say thanks to all Tesla supporters. I damn well love you.
2018-05-20 06:31:40+00:00,Tesla dual motor means there is a motor in front &amp; a motor in rear. One is optimized for power &amp; one for range. Car drives fine even if a motor breaks down. Helps ensure you make it to your destination &amp; don¡¯t get stuck on side of road in potentially unsafe conditions.
2018-05-20 06:27:16+00:00,Cost of normal dual motor AWD option is $5k. Range is also 310 miles. Takes 0-60mph to 4.5 sec &amp; top speed to 140 mph.
2018-05-20 06:19:57+00:00,"Tesla AWD is dual motor, so you can fully drive the car even if one breaks"
2018-05-20 06:13:38+00:00,"Tesla dual motor, all-wheel drive performance Model 3:
3.5 sec  0-60mph 
155 mph Top Speed
310 mile Range"
2018-05-20 06:05:02+00:00,Will soon enable Tesla owners to request service from their phone with a few taps. Tesla Ranger will come to you to take care of your car. No need to bring the car in yourself &amp; zero paperwork.
2018-05-19 20:52:19+00:00,Working on Model 3 dual motor all-wheel drive &amp; performance versions. Driving feel is amazing. Aiming to release config late tonight.
2018-05-18 07:05:53+00:00,??
2018-05-17 06:45:53+00:00,Listening to REALiTi
2018-05-16 10:02:37+00:00,Will be presenting &amp; taking questions  about The Boring Company plans for Los Angeles at 7pm on Thursday
2018-05-07 19:25:41+00:00,Rococo basilisk
2018-05-06 01:36:23+00:00,I¡¯m killin me lol
2018-05-06 00:30:29+00:00,Then I¡¯m going to build a moat &amp; fill it w candy. Warren B will not be able to resist investing! Berkshire Hathaway kryptonite ¡¦
2018-05-05 22:32:22+00:00,"Ok ok, just for sake of argument, what do u wish for in candy? ??"
2018-05-05 22:13:35+00:00,It just occurred to me that the plot of Willy Wonka is really messed up
2018-05-05 21:20:04+00:00,I¡¯m starting a candy company &amp; it¡¯s going to be amazing
2018-05-04 13:02:16+00:00,Oh and uh short burn of the century comin soon. Flamethrowers should arrive just in time.
2018-05-04 11:12:07+00:00,Please ignore this thread unless you¡¯re interested in a tedious discussion about Tesla stock
2018-04-30 07:25:39+00:00,I have prehensile eyebrows
2018-04-25 17:43:04+00:00,Oh btw I¡¯m building a cyborg dragon
2018-04-15 23:01:20+00:00,"This is gonna sound crazy, but ¡¦"
2018-04-06 08:08:17+00:00,"¡°You are my creator, but I am your master¡± ? Mary Shelley"
2018-04-04 17:16:13+00:00,Most people don¡¯t know there¡¯s a whole box of Easter eggs with every Tesla. Just tap logo on center screen &amp; wait. Easy access to most of discovered ones. More coming ¡¦
2018-04-01 22:02:31+00:00,"Tesla Goes Bankrupt
Palo Alto, California, April 1, 2018 -- Despite intense efforts to raise money, including a last-ditch mass sale of Easter Eggs, we are sad to report that Tesla has gone completely and totally bankrupt. So bankrupt, you can't believe it."
2018-04-01 18:51:27+00:00,Important news in a few hours ¡¦
2018-03-30 14:25:34+00:00,"Attempting recovery of fairing falling down from space (right now) with our boat, Mr Steven. It¡¯s a giant steel &amp; webbing catcher¡¯s mitt superstructure on a high-speed ocean ship. Godspeed, Mr. S ¡¦"
2018-03-28 07:22:36+00:00,"Turns out joking about being a ¡°rock¡± star because of digging tunnels (through, uh, rock ? hello??) is deeply underappreciated"
2018-03-27 05:21:14+00:00,"From my Mom: every time I use irony, I lose a friend"
2018-03-26 05:25:47+00:00,"New Boring Company merch coming soon. Lifesize LEGO-like interlocking bricks made from tunneling rock that you can use to create sculptures &amp; buildings. Rated for California seismic loads, so super strong, but bored in the middle, like an aircraft wing spar, so not heavy."
2018-03-14 09:44:43+00:00,Thud!
2018-03-10 04:56:08+00:00,Tunnels
2018-03-09 22:10:03+00:00,Adjusting The Boring Company plan: all tunnels &amp; Hyperloop will prioritize pedestrians &amp; cyclists over cars
2018-03-09 16:39:30+00:00,"Will be at SXSW Sat/Sun with Jonah &amp; Lisa, who created Westworld. Jonah made an incredible short reel of Falcon Heavy &amp; Starman. Releases tmrw aft."
2018-03-07 03:21:55+00:00,I just realized there is a jazz hands emoji ??
2018-03-05 19:48:08+00:00,"Falcon 9 flight 50 launches tonight, carrying Hispasat for Spain. At 6 metric tons and almost the size of a city bus, it will be the largest geostationary satellite we¡¯ve ever flown."
2018-02-22 16:08:11+00:00,Tintin A &amp; B will attempt to beam ¡°hello world¡± in about 22 hours when they pass near LA
2018-02-22 14:32:55+00:00,Made it back from space and fairing parafoil just deployed. Now trying to catch it ...
2018-02-21 13:06:19+00:00,"Today¡¯s Falcon launch carries 2 SpaceX test satellites for global broadband. If successful, Starlink constellation will serve least served."
2018-02-06 21:28:13+00:00,"Upper stage restart nominal, apogee raised to 7000 km. Will spend 5 hours getting zapped in Van Allen belts &amp; then attempt final burn for Mars."
2018-02-06 18:52:08+00:00,Launch auto-sequence initiated (aka the holy mouse-click) for 3:45 liftoff #FalconHeavy
2018-02-06 17:02:41+00:00,Upper atmosphere winds currently 20% above max allowable load. Holding for an hour to allow winds to diminish. #FalconHeavy
2018-02-05 04:15:42+00:00,Falcon Heavy remains go for launch at 1:30pm on Tuesday
